,ShoeName,Category,no_colors,price_reduce,price,count_of_sizes,color_black,color_blue,color_white,color_red,other_color,product_code,n_reviews,size,comfort,quality,star_rating,product_code2
1619,Nike Offcourt (NFL Green Bay Packers),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,gold,DD0539-002,6.0,50.0,100.0,75.0,4.7,DD0539-002
1620,Nike Offcourt (NFL Indianapolis Colts),Men,1,40.0,40.0,10,0.0,1.0,1.0,0.0,,DD0517-002,1.0,,100.0,100.0,4.0,DD0517-002
1621,Nike Offcourt (Washington Football Team),Men,1,40.0,40.0,10,0.0,0.0,0.0,1.0,gold,DD0543-002,3.0,50.0,100.0,75.0,5.0,DD0543-002
1622,Nike Offcourt (NFL San Francisco 49ers),Men,1,40.0,40.0,10,0.0,0.0,0.0,1.0,gold,DD0504-002,8.0,30.0,100.0,47.5,4.6,DD0504-002
1623,Nike Offcourt (NFL New York Jets),Men,1,40.0,40.0,10,0.0,0.0,1.0,0.0,green,DD0528-002,3.0,34.0,100.0,67.0,4.7,DD0528-002
1624,Nike Offcourt (NFL Cincinnati Bengals),Men,1,40.0,40.0,10,0.0,0.0,1.0,0.0,orange,DD0511-002,2.0,50.0,100.0,75.0,3.0,DD0511-002
1625,Nike Offcourt (NFL Tennessee Titans),Men,1,40.0,40.0,10,0.0,1.0,0.0,0.0,,DD0551-002,1.0,50.0,100.0,75.0,5.0,DD0551-002
1626,Nike Offcourt (NFL Jacksonville Jaguars),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,,DD0527-002,3.0,50.0,100.0,75.0,4.7,DD0527-002
1627,Nike Offcourt (NFL Tampa Bay Buccaneers),Men,1,40.0,40.0,10,1.0,0.0,0.0,1.0,,DD0513-002,3.0,50.0,100.0,61.11,5.0,DD0513-002
1628,Nike Offcourt (NFL Seattle Seahawks),Men,1,40.0,40.0,10,0.0,0.0,1.0,0.0,green,DD0545-002,1.0,50.0,100.0,83.33,5.0,DD0545-002
1629,Nike Offcourt (NFL Los Angeles Rams),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,,DD0556-002,3.0,50.0,100.0,75.0,4.7,DD0556-002
1630,Nike Offcourt (NFL Detroit Lions),Men,1,40.0,40.0,10,0.0,1.0,1.0,0.0,,DD0530-002,1.0,50.0,100.0,83.33,5.0,DD0530-002
1631,Nike Offcourt (NFL Las Vegas Raiders),Men,1,40.0,40.0,10,0.0,0.0,1.0,0.0,,DD0542-002,14.0,35.0,86.0,45.1,4.4,DD0542-002
1632,Nike Offcourt (NFL Philadelphia Eagles),Men,1,40.0,40.0,1,0.0,0.0,1.0,0.0,,DD0523-002,9.0,34.0,100.0,67.0,4.4,DD0523-002
1633,Nike Offcourt (NFL Chicago Bears),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,orange,DD0508-002,1.0,,50.0,50.0,3.0,DD0508-002
1634,Nike Offcourt (NFL Kansas City Chiefs),Men,1,40.0,40.0,9,0.0,0.0,1.0,1.0,,DD0515-002,4.0,,100.0,100.0,4.8,DD0515-002
1635,Nike Offcourt (NFL New Orleans Saints),Men,1,40.0,40.0,10,0.0,0.0,1.0,0.0,gold,DD0544-002,0.0,,,,0.0,DD0544-002
1636,Nike Offcourt (NFL Baltimore Ravens),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,orchid,DD0546-002,4.0,50.0,100.0,58.33,4.8,DD0546-002
1637,Nike Offcourt (NFL Pittsburgh Steelers),Men,1,40.0,40.0,10,0.0,0.0,1.0,0.0,gold,DD0547-002,8.0,50.0,93.0,71.5,4.9,DD0547-002
1638,Nike Offcourt (NFL Los Angeles Chargers),Men,1,40.0,40.0,10,0.0,1.0,0.0,0.0,gold,DD0516-002,3.0,34.0,100.0,66.89,5.0,DD0516-002
1639,Nike Offcourt (NFL Arizona Cardinals),Men,1,40.0,40.0,10,0.0,0.0,1.0,1.0,,DD0514-002,2.0,50.0,100.0,75.0,4.0,DD0514-002
1640,Nike Offcourt (NFL Cleveland Browns),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,brown,DD0512-002,2.0,,100.0,100.0,3.0,DD0512-002
1641,Nike Offcourt (NFL Atlanta Falcons),Men,1,40.0,40.0,10,0.0,0.0,1.0,1.0,,DD0521-002,0.0,,,,0.0,DD0521-002
1642,Nike Offcourt (NFL Miami Dolphins),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,green,DD0520-002,4.0,38.0,88.0,63.0,4.0,DD0520-002
1643,Nike Offcourt (NFL New England Patriots),Men,1,40.0,40.0,10,0.0,1.0,1.0,0.0,,DD0541-002,3.0,,,,4.3,DD0541-002
1644,Nike Offcourt (NFL Denver Broncos),Men,1,35.0,35.0,10,0.0,1.0,0.0,0.0,orange,DD0509-002,0.0,,,,0.0,DD0509-002
1645,Nike Pegasus 40 (Chelsea FC),Men,4,140.0,140.0,17,0.0,1.0,1.0,1.0,gold,FQ2982-401,2.0,50.0,100.0,83.33,5.0,FQ2982-401
1646,Nike LeBron 9 Low,Men,1,95.97,190.0,7,1.0,0.0,1.0,1.0,green,DQ6400-300,5.0,50.0,88.0,66.0,4.8,DQ6400-300
1647,Nike Offcourt (MLB Philadelphia Phillies),Men,8,20.97,40.0,3,1.0,1.0,1.0,1.0,purple,DH6991-001,2.0,25.0,100.0,62.5,5.0,DH6991-001
1648,Nike Offcourt (MLB Colorado Rockies),Men,1,40.0,40.0,10,1.0,0.0,1.0,0.0,purple,DH6996-002,1.0,50.0,100.0,83.33,5.0,DH6996-002
1649,Nike Offcourt (MLB Boston Red Sox),Men,1,40.0,40.0,10,1.0,1.0,0.0,1.0,,DH6994-002,0.0,,,,0.0,DH6994-002
1650,Nike Offcourt (MLB Cincinnati Reds),Men,1,40.0,40.0,10,1.0,0.0,1.0,1.0,,DH6995-002,1.0,,,,1.0,DH6995-002
1651,Nike Offcourt (MLB San Diego Padres),Men,1,40.0,40.0,10,1.0,0.0,0.0,0.0,,DH6990-002,0.0,,,,0.0,DH6990-002
1652,Nike Offcourt (MLB Tampa Bay Rays),Men,1,40.0,40.0,10,1.0,1.0,1.0,0.0,,DH6993-002,0.0,,,,0.0,DH6993-002
1653,Nike Offcourt (MLB Texas Rangers),Men,1,40.0,40.0,10,1.0,1.0,0.0,1.0,,DH6992-002,1.0,50.0,100.0,75.0,5.0,DH6992-002
1654,Nike Offcourt (MLB Atlanta Braves),Men,1,40.0,40.0,10,1.0,1.0,1.0,0.0,,DH6971-002,2.0,50.0,100.0,75.0,5.0,DH6971-002
1655,Nike Offcourt (MLB Chicago White Sox),Men,1,40.0,40.0,10,1.0,0.0,1.0,0.0,,DH7000-002,0.0,,,,0.0,DH7000-002
1656,Nike Offcourt (MLB Philadelphia Phillies),Men,1,40.0,40.0,10,1.0,0.0,1.0,1.0,,DH6991-002,2.0,25.0,100.0,62.5,5.0,DH6991-002
1657,Nike Offcourt (MLB Los Angeles Dodgers),Men,1,40.0,40.0,10,1.0,1.0,1.0,0.0,,DH6983-002,10.0,40.0,100.0,50.0,4.9,DH6983-002
1658,Nike Offcourt (MLB Miami Marlins),Men,1,40.0,40.0,10,1.0,1.0,0.0,1.0,,DH6984-002,3.0,17.0,84.0,55.89,5.0,DH6984-002
1659,Nike Offcourt (MLB New York Yankees),Men,1,40.0,40.0,10,1.0,1.0,1.0,0.0,,DH7001-002,5.0,38.0,90.0,64.0,4.0,DH7001-002
1660,Nike Offcourt (MLB Los Angeles Angels),Men,1,40.0,40.0,10,1.0,0.0,1.0,1.0,,DH6979-002,1.0,,100.0,100.0,5.0,DH6979-002
1661,Nike Offcourt (MLB St. Louis Cardinals),Men,1,40.0,40.0,10,1.0,0.0,1.0,1.0,,DH6974-002,0.0,,,,0.0,DH6974-002
1662,Nike Offcourt (MLB San Francisco Giants),Men,1,40.0,40.0,10,1.0,0.0,1.0,0.0,orange,DH6982-002,4.0,38.0,88.0,50.33,4.0,DH6982-002
1663,Nike Offcourt (MLB Detroit Tigers),Men,1,40.0,40.0,10,1.0,1.0,0.0,0.0,orange,DH6998-002,1.0,50.0,100.0,75.0,5.0,DH6998-002
1664,Nike Offcourt (MLB Chicago Cubs),Men,1,40.0,40.0,10,1.0,1.0,0.0,1.0,,DH6973-002,2.0,25.0,100.0,62.5,4.5,DH6973-002
1665,Nike Offcourt (MLB Washington Nationals),Men,1,40.0,40.0,10,1.0,1.0,0.0,1.0,,DH6988-002,0.0,,,,0.0,DH6988-002
1666,Nike Offcourt (MLB New York Mets),Men,1,40.0,40.0,10,1.0,1.0,0.0,0.0,orange,DH6986-002,0.0,,,,0.0,DH6986-002
1667,Nike Offcourt (MLB Oakland Athletics),Men,1,40.0,40.0,10,1.0,0.0,0.0,0.0,green,DH6976-002,2.0,25.0,100.0,62.5,5.0,DH6976-002
1668,Nike Offcourt (MLB Milwaukee Brewers),Men,1,40.0,40.0,10,1.0,1.0,0.0,0.0,,DH6977-002,0.0,,,,0.0,DH6977-002
1669,Nike Offcourt (MLB Baltimore Orioles),Men,1,40.0,40.0,10,1.0,0.0,1.0,0.0,orange,DH6989-002,0.0,,,,0.0,DH6989-002
1670,Nike Offcourt (MLB Houston Astros),Men,1,40.0,40.0,10,1.0,1.0,0.0,0.0,orange,DH6978-002,0.0,,,,0.0,DH6978-002
1671,Nike Offcourt (MLB Seattle Mariners),Men,1,40.0,40.0,10,1.0,0.0,1.0,0.0,,DH6985-002,0.0,,,,0.0,DH6985-002
1672,Nike Offcourt (MLB Cleveland),Men,1,40.0,40.0,10,1.0,1.0,0.0,1.0,,DH6987-002,0.0,,,,0.0,DH6987-002
1673,Nike Offcourt (MLB Pittsburgh Pirates),Men,1,40.0,40.0,10,1.0,0.0,1.0,0.0,gold,DH7002-002,1.0,,,,5.0,DH7002-002
1674,FENTY x PUMA Creeper Phatty Women's SneakersPUMA Black-Warm White-Gum,Women,3,140.0,140.0,12,1.0,1.0,1.0,1.0,lime,399332_01,6.0,,,50.0,4.5,399332_01
1675,FENTY x PUMA Creeper Phatty Women's SneakersLavender Alert-Burnt Red-Gum,Women,3,140.0,140.0,12,1.0,1.0,1.0,1.0,lime,399332_03,6.0,,,50.0,4.5,399332_03
1676,FENTY x PUMA Creeper Phatty Women's SneakersSpeed Blue-Lime Pow-Gum,Women,3,140.0,140.0,12,1.0,1.0,1.0,1.0,lime,399332_02,6.0,,,50.0,4.5,399332_02
1677,Basket Classic Velvet Women's SneakersMalachite-Puma Team Gold-PUMA White,Women,2,64.99,80.0,12,0.0,0.0,1.0,0.0,gold,398949_01,0.0,,,,0.0,398949_01
1678,Basket Classic Velvet Women's SneakersDark Jasper-Puma Team Gold-PUMA White,Women,2,64.99,80.0,12,0.0,0.0,1.0,0.0,gold,398949_02,0.0,,,,0.0,398949_02
1679,Mayze Heritage Velvet Women's SneakersPUMA White-Malachite-Puma Team Gold,Women,1,84.99,100.0,12,0.0,0.0,1.0,0.0,gold,397113_01,0.0,,,,0.0,397113_01
1680,CA Pro Velour SneakersMalachite-Warm White,Women,2,79.99,100.0,19,1.0,0.0,1.0,0.0,,397112_01,1.0,,,100.0,5.0,397112_01
1681,CA Pro Velour SneakersPUMA Black-PUMA Black,Women,2,79.99,100.0,19,1.0,0.0,1.0,0.0,,397112_02,1.0,,,100.0,5.0,397112_02
1682,Suede Classic XXI Women's SneakersPuma Black-Puma White,Women,6,75.0,75.0,12,1.0,1.0,1.0,1.0,,381410_01,160.0,,,,4.2,381410_01
1683,Cali Women's SneakersPuma White-Puma Black,Women,2,80.0,80.0,12,1.0,0.0,1.0,0.0,,369155_04,162.0,,,80.9,4.1,369155_04
1684,Mayze Women's SneakersPuma White-Puma Black,Women,2,90.0,90.0,11,1.0,0.0,1.0,0.0,,381983_01,55.0,,,85.7,4.4,381983_01
1685,Cali Women's SneakersPuma White-Puma White,Women,2,80.0,80.0,12,1.0,0.0,1.0,0.0,,369155_01,162.0,,,80.9,4.1,369155_01
1686,Cali Wedge Women's SneakersPuma White-Puma White,Women,2,90.0,90.0,12,1.0,0.0,1.0,0.0,,373438_01,104.0,,,92.9,4.7,373438_01
1687,Mayze Classic Women's SneakersPuma White,Women,2,90.0,90.0,12,1.0,0.0,1.0,0.0,,384209_01,30.0,,,66.7,3.9,384209_01
1688,Suede Classic XXI Women's SneakersHigh Risk Red-Puma White,Women,6,75.0,75.0,12,1.0,1.0,1.0,1.0,,381410_02,160.0,,,82.3,4.2,381410_02
1689,Roma Classic Gum SneakersPuma White-Puma Team Gold,Women,2,70.0,70.0,17,1.0,0.0,1.0,0.0,gold,366408_01,36.0,,,73.5,4.1,366408_01
1690,RS-X Glimmer Women's SneakersPUMA White-Gold-Warm White,Women,1,110.0,110.0,12,0.0,0.0,1.0,0.0,gold,397089_01,0.0,,,,0.0,397089_01
1691,Suede Classic XXI Women's SneakersMarshmallow-Puma White,Women,6,75.0,75.0,12,1.0,1.0,1.0,1.0,,381410_10,160.0,,,82.3,4.2,381410_10
1692,Cali Wedge Women's SneakersPuma Black-Puma White,Women,2,90.0,90.0,12,1.0,0.0,1.0,0.0,,373438_02,104.0,,,92.9,4.7,373438_02
1693,Cali Dream West Coast Leather Women's SneakersPUMA White,Women,4,90.0,90.0,12,1.0,0.0,1.0,0.0,,392730_01,9.0,,,75.0,4.1,392730_01
1694,FENTY x PUMA AVANTI L Women's SneakersDark Myrtle,Women,2,160.0,160.0,12,0.0,1.0,0.0,0.0,,399262_02,49.0,,,87.5,4.6,399262_02
1695,Mayze Women's SneakersPuma Black-Puma White,Women,1,90.0,90.0,12,1.0,0.0,1.0,0.0,,380784_01,9.0,,,100.0,4.9,380784_01
1696,Pulsar Wedge Cat Logo Women's SneakersWhisper White-ARUBA BLUE,Women,1,110.0,110.0,9,0.0,1.0,1.0,0.0,,392710_01,0.0,,,,0.0,392710_01
1697,RS-X Soft Women's SneakersFrosty Pink-Ravish-Pearl Pink,Women,2,110.0,110.0,12,0.0,0.0,1.0,0.0,pink,393772_05,3.0,,,100.0,4.7,393772_05
1698,PUMA x SWAROVSKI Suede Women's SneakersPUMA Black,Women,1,100.0,100.0,12,1.0,0.0,0.0,0.0,,396352_02,0.0,,,,0.0,396352_02
1699,Roma Classic Gum SneakersPuma Black-Puma Team Gold,Women,2,70.0,70.0,18,1.0,0.0,1.0,0.0,gold,366408_02,36.0,,,73.5,4.1,366408_02
1700,Suede Classic XXI Women's SneakersGranola-Warm White,Women,6,75.0,75.0,12,1.0,1.0,1.0,1.0,,381410_90,160.0,,,82.3,4.2,381410_90
1701,RS-X Soft Women's SneakersFrosty Pink-Warm White,Women,2,110.0,110.0,12,0.0,0.0,1.0,0.0,pink,393772_02,3.0,,,,4.7,393772_02
1702,ForeverRun NITRO™ Knit Women's Running ShoesPUMA White-Feather Gray,Women,1,150.0,150.0,10,0.0,0.0,1.0,0.0,,379140_01,1.0,,,100.0,5.0,379140_01
1703,Mayze Women's SneakersPuma White-Peyote,Women,2,90.0,90.0,10,1.0,0.0,1.0,0.0,,381983_02,55.0,,,85.7,4.4,381983_02
1704,FENTY x PUMA AVANTI L Women's SneakersClub Navy,Women,2,160.0,160.0,12,0.0,1.0,0.0,0.0,,399262_01,49.0,,,87.5,4.6,399262_01
1705,Slipstream Iridescent Women's Sneaker Iridescent-PUMA White,Women,1,90.0,90.0,12,0.0,0.0,1.0,0.0,,392886_01,17.0,,,75.0,3.8,392886_01
1706,Blacktop Rider Glimmer Women's SneakersFrosted Ivory-Warm White-Cashew,Women,1,90.0,90.0,12,0.0,0.0,1.0,0.0,,397090_01,0.0,,,,0.0,397090_01
1707,CA Pro Suede Nubuck SneakersSedate Gray-PUMA White,Women,1,100.0,100.0,19,0.0,0.0,1.0,0.0,,396704_02,0.0,,,,0.0,396704_02
1708,Cali Wedge Tonal Women's SneakersPristine-Marshmallow,Women,1,90.0,90.0,12,0.0,0.0,0.0,0.0,,385248_01,1.0,,,100.0,5.0,385248_01
1709,CA Pro Classic Women's SneakersPuma White,Women,1,80.0,80.0,12,0.0,0.0,1.0,0.0,,396172_01,0.0,,,,0.0,396172_01
1710,Mayze Stack Soft Winter Women's SneakersWarm White,Women,2,110.0,110.0,12,1.0,0.0,1.0,0.0,,393065_01,0.0,,,,0.0,393065_01
1711,PUMA Cali Court Leather Women's SneakersPUMA White-PUMA White-PUMA Gold,Women,2,85.0,85.0,12,1.0,0.0,1.0,0.0,gold,393802_09,6.0,,,75.0,4.5,393802_09
1712,Magnify NITRO™ 2 Women's Running ShoesIcy Blue-Ultra Blue,Women,2,140.0,140.0,11,0.0,1.0,1.0,0.0,violet,377540_04,2.0,,,100.0,5.0,377540_04
1713,Cali Dream West Coast Leather Women's SneakersPUMA Black-PUMA White,Women,4,90.0,90.0,12,1.0,0.0,1.0,0.0,,392730_08,9.0,,,75.0,4.1,392730_08
1714,Palermo Women's SneakersFresh Mint-Fast Pink,Women,2,90.0,90.0,12,0.0,0.0,1.0,0.0,pink,397643_02,2.0,,,100.0,5.0,397643_02
1715,Dinara Women's BootsPUMA Black,Women,2,100.0,100.0,12,1.0,0.0,0.0,0.0,,394786_01,0.0,,,,0.0,394786_01
1716,PUMA x LAUREN LONDON RS-Trck SneakersPUMA White-Pristine,Women,1,130.0,130.0,15,0.0,0.0,1.0,0.0,,392086_01,0.0,,,,0.0,392086_01
1717,Cali Dream Women's SneakersPuma White-Puma Black-Gray Violet,Women,1,90.0,90.0,12,1.0,0.0,1.0,0.0,violet,383112_04,21.0,,,63.2,4.0,383112_04
1718,Electrify NITRO™ 3 Women's Running ShoesPUMA Black-PUMA Silver,Women,3,100.0,100.0,12,1.0,1.0,1.0,0.0,green,378456_01,0.0,,,,0.0,378456_01
1719,PUMA Cali Court Patent Women's SneakersPUMA White,Women,1,85.0,85.0,12,0.0,0.0,1.0,0.0,,394755_02,0.0,,,,0.0,394755_02
1720,Mayze Stack Luxe Women's SneakersPUMA White-Warm White-Dark Jasper,Women,2,95.0,95.0,12,0.0,0.0,1.0,0.0,,389853_06,1.0,,,0.0,1.0,389853_06
1721,Cali Dream West Coast Leather Women's SneakersPUMA Black,Women,4,90.0,90.0,12,1.0,0.0,1.0,0.0,,392730_02,9.0,,,75.0,4.1,392730_02
1722,Mayze Stack Injex Women's SandalsPUMA Black,Women,2,60.0,60.0,5,1.0,0.0,0.0,0.0,,389454_04,14.0,,,90.0,4.2,389454_04
1723,RS-X Reinvent Women's SneakersDark Jasper-Warm White,Women,1,110.0,110.0,12,0.0,0.0,1.0,0.0,,371008_27,26.0,,,100.0,5.0,371008_27
1724,Velocity NITRO™ 2 Women’s Running ShoesFire Orchid-Ultra Blue,Women,1,120.0,120.0,12,0.0,1.0,0.0,0.0,orchid,376262_21,13.0,,,91.7,4.6,376262_21
1725,SEASONS Voyage NITRO™ 3 Women's Running ShoesEucalyptus-Alpine Snow-PUMA Black,Women,5,140.0,140.0,12,1.0,1.0,1.0,1.0,lime,377746_04,1.0,,,100.0,3.0,377746_04
1726,STEWIE x WATER Stewie 2 Women's Basketball ShoesLight Aqua-PUMA White,Women,1,125.0,125.0,20,0.0,0.0,1.0,0.0,,378318_02,2.0,,,100.0,5.0,378318_02
1727,Voltaic Evo Women's Running ShoeSugared Almond-PUMA Gold,Women,1,80.0,80.0,12,0.0,0.0,0.0,1.0,gold,309720_04,0.0,,,,0.0,309720_04
1728,Cali Dream West Coast Leather Women's SneakersPUMA White-PUMA Black,Women,4,90.0,90.0,12,1.0,0.0,1.0,0.0,,392730_04,9.0,,,75.0,4.1,392730_04
1729,PUMA x BLACK FIVES All-Pro NITRO™ Basketball ShoesPUMA Navy,Women,1,140.0,140.0,21,0.0,1.0,0.0,0.0,,379886_01,0.0,,,,0.0,379886_01
1730,ForeverRUN NITRO™ Women's Running ShoesFire Orchid-PUMA Black-PUMA Silver,Women,2,150.0,150.0,12,1.0,0.0,1.0,0.0,orchid,377758_09,16.0,,,100.0,4.5,377758_09
1731,Deviate NITRO™ 2 Women's Running ShoesFire Orchid-PUMA Black-Icy Blue,Women,3,160.0,160.0,12,1.0,1.0,1.0,0.0,pink,376855_22,9.0,,,88.9,4.2,376855_22
1732,PUMA x LAUREN LONDON Suede SneakersPUMA White-PUMA White,Women,1,90.0,90.0,15,0.0,0.0,1.0,0.0,,392085_01,3.0,,,66.7,3.7,392085_01
1733,PUMA x PLEASURES Velophasis Layers SneakersCayenne Pepper-Astro Red,Women,1,140.0,140.0,19,0.0,0.0,0.0,1.0,,393301_02,0.0,,,,0.0,393301_02
1734,Mayze Stack Soft Winter Women's SneakersPUMA Black,Women,2,110.0,110.0,12,1.0,0.0,1.0,0.0,,393065_02,0.0,,,,0.0,393065_02
1735,Velophasis Technisch Sneakers PUMA Black-PUMA White,Women,3,120.0,120.0,18,1.0,0.0,1.0,0.0,green,390932_02,0.0,,,,0.0,390932_02
1736,PUMA Cali Court Leather Women's SneakersPUMA White-PUMA Black,Women,2,85.0,85.0,12,1.0,0.0,1.0,0.0,gold,393802_01,6.0,,,,4.5,393802_01
1737,ForeverRUN NITRO™ Women's Running ShoesPUMA Black-PUMA White,Women,2,150.0,150.0,12,1.0,0.0,1.0,0.0,orchid,377758_01,16.0,,,100.0,4.5,377758_01
1738,KING ULTIMATE FG/AG Women's Soccer CleatsAlpine Snow-Asphalt-Yellow Blaze,Women,2,200.0,200.0,13,1.0,0.0,1.0,0.0,orchid,107565_03,0.0,,,,0.0,107565_03
1739,Palermo Women's Leather SneakersPUMA Black-Feather Gray-Gum,Women,2,90.0,90.0,12,1.0,0.0,1.0,0.0,,397647_03,18.0,,,90.9,4.4,397647_03
1740,Deviate NITRO™ 2 Women's Running ShoesPUMA Black-Fire Orchid,Women,3,160.0,160.0,12,1.0,1.0,1.0,0.0,pink,376855_17,9.0,,,88.9,4.2,376855_17
1741,Mayze Classic Women's SneakersPuma Black,Women,2,90.0,90.0,12,1.0,0.0,1.0,0.0,,384209_02,30.0,,,66.7,3.9,384209_02
1742,ULTRA ULTIMATE FG/AG Women's Soccer CleatsUltra Blue-PUMA White-Pro Green,Women,2,220.0,220.0,13,1.0,1.0,1.0,0.0,green,107507_03,2.0,,,0.0,3.0,107507_03
1743,Mayze Stack Injex Women's SandalsFrosted Ivory,Women,2,60.0,60.0,5,1.0,0.0,0.0,0.0,,389454_05,14.0,,,90.0,4.2,389454_05
1744,Velophasis Multi SneakersChocolate Chip-Flaxen,Women,1,120.0,120.0,19,0.0,0.0,0.0,0.0,,393449_02,0.0,,,,0.0,393449_02
1745,Palermo SneakersCobalt Glaze-PUMA White,Women,5,90.0,90.0,13,0.0,1.0,1.0,1.0,pink,396463_07,4.0,,,66.7,4.3,396463_07
1746,Run XX NITRO™ 2 Women's Running ShoesKoral Ice-Speed Green,Women,2,140.0,140.0,12,1.0,0.0,1.0,0.0,green,378482_02,1.0,,,,5.0,378482_02
1747,Clyde Tokyo SneakersSedate Gray-Pinktastic,Women,1,110.0,110.0,19,0.0,0.0,0.0,0.0,pink,393078_01,1.0,,,0.0,4.0,393078_01
1748,SEASONS Voyage NITRO™ 3 Women's Running ShoesAlpine Snow-Ultra Blue-Yellow Burst,Women,5,140.0,140.0,12,1.0,1.0,1.0,1.0,lime,377746_05,1.0,,,100.0,3.0,377746_05
1749,ForeverRun NITRO™ Women's Running ShoesPUMA White-Cherry Tomato,Women,2,150.0,150.0,12,1.0,0.0,1.0,0.0,,309758_01,0.0,,,,0.0,309758_01
1750,Blacktop Rider Women's SneakersPUMA White-Frosty Pink,Women,1,90.0,90.0,12,0.0,0.0,1.0,0.0,pink,395461_11,7.0,,,100.0,5.0,395461_11
1751,Fuse 2.0 Women's Training ShoesPUMA Black-PUMA White-Dark Coal,Women,1,100.0,100.0,12,1.0,0.0,1.0,0.0,,378823_01,1.0,,,100.0,5.0,378823_01
1752,Clyde OG PUMA 75th Year Anniversary Celebration SneakersPersian Blue-Orange Brick,Women,1,100.0,100.0,17,0.0,1.0,0.0,0.0,orange,393326_01,4.0,,,25.0,3.0,393326_01
1753,Velophasis Technisch Sneakers PUMA White-PUMA Black,Women,3,120.0,120.0,12,1.0,0.0,1.0,0.0,green,390932_01,0.0,,,,0.0,390932_01
1754,Scuderia Ferrari Clyde Garage Crews SneakersRosso Corsa-Warm White,Women,2,90.0,90.0,19,1.0,0.0,1.0,0.0,,307826_02,0.0,,,,0.0,307826_02
1755,Scuderia Ferrari Clyde Garage Crews SneakersPUMA Black-Warm White,Women,2,90.0,90.0,19,1.0,0.0,1.0,0.0,,307826_01,0.0,,,,0.0,307826_01
1756,PWR NITRO™ Squared Women's Training ShoesPUMA White-Speed Green,Women,3,120.0,120.0,12,1.0,1.0,1.0,0.0,green,378688_02,0.0,,,,0.0,378688_02
1757,Magnify NITRO™ 2 Women's Running ShoesPUMA Black-Koral Ice-Speed Green,Women,1,140.0,140.0,14,1.0,0.0,0.0,0.0,green,378906_01,1.0,,,,5.0,378906_01
1758,Clyde OG PUMA 75th Year Anniversary Celebration PRM SneakersSedate Gray-Sedate Gray,Women,1,100.0,100.0,16,0.0,0.0,0.0,0.0,,393314_02,1.0,,,100.0,3.0,393314_02
1759,Run XX NITRO™ 2 Women's Running ShoesPUMA Black-Koral Ice-Speed Green-PUMA Silver,Women,2,140.0,140.0,12,1.0,0.0,1.0,0.0,green,378482_01,1.0,,,,5.0,378482_01
1760,Electrify NITRO™ 3 Women's Running ShoesPUMA Black-Peach Smoothie-Speed Green,Women,3,100.0,100.0,12,1.0,1.0,1.0,0.0,green,378456_03,0.0,,,,0.0,378456_03
1761,ForeverRun NITRO™ Women's Running ShoesCherry Tomato-PUMA Black,Women,2,150.0,150.0,12,1.0,0.0,1.0,0.0,,309758_02,0.0,,,,0.0,309758_02
1762,Velophasis Phased Women's SneakersPUMA Black-Intense Lavender,Women,1,120.0,120.0,12,1.0,0.0,0.0,0.0,,394508_03,0.0,,,,0.0,394508_03
1763,Pulsar Wedge Deboss Women's SneakersPristine-Prairie Tan,Women,1,110.0,110.0,9,0.0,0.0,0.0,0.0,,396449_01,7.0,,,80.0,4.6,396449_01
1764,PWR NITRO™ Squared Women's Training ShoesPUMA Black-Bold Blue-Future Pink,Women,3,120.0,120.0,12,1.0,1.0,1.0,0.0,green,378688_03,0.0,,,,0.0,378688_03
1765,CA Pro Women's SneakersPUMA White-Warm White,Women,1,100.0,100.0,12,0.0,0.0,1.0,0.0,,394749_01,0.0,,,,0.0,394749_01
1766,Palermo SneakersPelé Yellow-Club Red,Women,5,90.0,90.0,0,0.0,1.0,1.0,1.0,pink,396463_01,4.0,,,66.7,4.3,396463_01
1767,Dinara Women's BootsChocolate,Women,2,100.0,100.0,12,1.0,0.0,0.0,0.0,,394786_04,0.0,,,,0.0,394786_04
1768,PUMA x CIELE Deviate NITRO™ 2 Women's Running ShoesDusty Tan,Women,2,160.0,160.0,11,0.0,0.0,0.0,1.0,,378437_02,0.0,,,,0.0,378437_02
1769,PUMA x CIELE Deviate NITRO™ 2 Women's Running ShoesVibrant Red,Women,2,160.0,160.0,12,0.0,0.0,0.0,1.0,,378437_01,0.0,,,,0.0,378437_01
1770,Palermo SneakersClub Red-Club Navy,Women,5,90.0,90.0,0,0.0,1.0,1.0,1.0,pink,396463_09,4.0,,,66.7,4.3,396463_09
1771,PUMA-180 PRM Women's SneakersPUMA White-Icy Blue-Warm White,Women,2,110.0,110.0,12,0.0,1.0,1.0,0.0,,393764_03,1.0,,,,4.0,393764_03
1772,Magnify NITRO™ 2 Women's Running ShoesAsh Gray-PUMA White-Yellow Burst-Vivid Violet,Women,2,140.0,140.0,11,0.0,1.0,1.0,0.0,violet,377540_05,2.0,,,100.0,5.0,377540_05
1773,PUMA-180 PRM Women's SneakersFrosted Ivory-PUMA White,Women,2,110.0,110.0,12,0.0,1.0,1.0,0.0,,393764_02,1.0,,,,4.0,393764_02
